ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
38,Energy Efficiency Project in the Ramla Cement Plant in Israel,Nesher Cement Enterprises Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.; AMS-II.D.,Late to verify,Israel,"8,165",Middle East,2020-04-06,,
39,"Offis Textile Ltd. Fuel Switch, Israel",Offis Textile Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.B.,Late to verify,Israel,"9,243",Middle East,2020-04-06,,
40,Yichun Erduoyan Wind Power Project 28.05MW,"Yichun Xinganling Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"61,966",Asia,2009-05-04,,
42,Ratchaburi Farms Biogas Project at Nong Bua Farm,"Nong Bua Farm & Country Home Village Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-III.D.,Late to verify,Thailand,"15,958",Asia,2020-04-06,,
43,Fuel Switch from fossil fuel to renewable biomass for thermal energy applications in Rajasthan,Greenply Industries Limited (GIL),Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"17,475",Asia,2020-04-06,,
44,Jiratpattana Biogas Energy Project,Thai Biogas Energy Company Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Thailand,"24,726",Asia,2020-04-06,,
45,Zhoubai Hydroelectric Project,Chongqing Wujiang Industry (power) Group,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"58,051",Asia,2020-04-06,,
46,Wahei Hydroelectric Project,"Sichuan Mabian Xianjiapuhe Power Generation Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"177,575",Asia,2020-04-06,2020-06-27,2027-06-26
47,Jinan Landfill Gas to Energy Project,"Shandong Shifang New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0001; AMS-I.D.,Late to verify,China,"112,908",Asia,2020-04-06,2020-05-01,2027-04-30
48,Shandong Tuoji Island Wind Farm Project,Carbon Resource Management Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"24,998",Asia,2009-05-05,2021-03-03,2028-03-02
49,Liaoning Huanren Niumaodashan Wind Power Project,"CASC Longyuan (Benxi) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"61,739",Asia,2020-04-06,,
51,29.70 MW Wind Power project in Karnataka India,ACCIONA WIND ENERGY PVT. LTD.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"88,240",Asia,2020-04-06,,
30,Hunan Dongping 72MW Hydropower Project,Wuling Power Corporation Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"253,336",Asia,2020-04-06,2021-04-01,2028-03-31
35,Zhuhai Hengqin Island Wind Farm Project,Zhuhai Guohua Wonderful Wind Power Exploitation Co,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"33,217",Asia,2020-04-06,2022-01-07,2029-01-06
53,Milenium Ceramic Switching Non Renewable Biomass Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"23,371",Latin America,2020-04-06,,
55,Lucevans Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"9,144",Latin America,2020-04-06,,
56,"Manasi River Stage I Hydropower Project of Hongshanzui Hydropower Plant, Xinjiang Tianfu Thermoelectric Co., Ltd.","Xinjiang Tianfu Thermoelectric Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"150,000",Asia,2020-04-06,2021-01-01,2027-12-31
58,Pubu Hydropower Station Project,Panzhihua Reshuihe Electric Power Development Co.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"8,746",Asia,2020-04-06,,
59,Biomass powered process heat production and use project at Kangwal,"Kangwal Polyester Co.,Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Thailand,"21,885",Asia,2020-04-06,,
60,Irmãos Fredi Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"28,990",Latin America,2011-07-01,,
61,Tapajós Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"10,622",Latin America,2020-04-07,,
62,Yunnan Dehong Longchuan Bienaihe 1st and 2nd Level Hydropower Stations,"Longchuan Minhong Hydro Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"34,907",Asia,2020-04-06,2020-03-28,2027-03-27
65,Reunidas Ceramic Switching Non-Renewable Biomass Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"5,553",Latin America,2020-04-06,2017-10-01,2027-09-30
67,Ratchaburi Farms Biogas Project at SPM Farm,"SPM Feedmill Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.; AMS-III.D.,Late to verify,Thailand,"23,556",Asia,2020-04-06,,
68,"119.8 MW Natural Gas based Combined Cycle Power Plant, at Tanjavur, Tamilnadu by M/s Aban  Power Company Limited",Lanco Tanjore Power Company Limited,Energy industries (renewable/non-renewable sources),,AM0029,Registered,India,"181,153",Asia,2020-04-06,,
69,5.8 MW Wind Energy Generation by M/s Patspin India Limited,Patspin India Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"12,975",Asia,2009-06-10,,
71,Chengde Hongsong Windfarm Project,Hebei Hong-Song Wind Power Share Holding Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"110,000",Asia,2009-06-11,,
583,Yazi 1.13 MW HEPP,Elestas Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"2,825",Middle East,2020-06-04,,
73,"Mingying 3.75MW Hydro Power Project in Guizhou Province, China",Guizhou Qiannan Zhongshui Hydro Power Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"8,268",Asia,2009-06-15,2020-12-18,2027-12-17
75,5.4 MW Grouped Wind Power Project in Gujarat & Maharashtra (India) by Rohan Builders (India) Pvt Ltd.,Rohan Builders (India),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"9,143",Asia,2009-06-15,,
76,Liaoyuan Jingang cement Waste Heat Recovery,"Liaoyuan Jingang Cement (Holding) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,China,"100,636",Asia,2009-06-15,2020-09-29,2027-09-28
